date,pnl_usd,balance,ret_pct
2026-03-27,72.4,2379.13,3.1385
2026-03-30,115.19,2494.32,4.8418
2026-03-31,-31.12,2463.2,-1.2475
2026-04-01,18.15,2481.36,0.737
2026-04-02,-61.18,2420.17,-2.4656
2026-04-03,41.81,2461.99,1.7276
2026-04-06,-7.35,2454.63,-0.2987
2026-04-07,-52.26,2402.38,-2.1289
2026-04-08,-9.33,2393.04,-0.3884
2026-04-09,47.71,2440.75,1.9936
2026-04-10,-29.64,2411.12,-1.2142
2026-04-13,22.31,2433.43,0.9253
2026-04-14,55.7,2489.13,2.289
2026-04-15,54.51,2543.64,2.1899
2026-04-16,21.88,2565.52,0.8602
2026-04-17,-4.93,2560.58,-0.1923
2026-04-20,-27.36,2533.22,-1.0685
2026-04-21,1.48,2534.7,0.0584
2026-04-22,-4.75,2529.95,-0.1876
2026-04-23,25.46,2555.41,1.0063
2026-04-24,-5.29,2550.12,-0.207
2026-04-27,10.02,2560.13,0.3928
2026-04-28,-41.08,2519.05,-1.6046
2026-04-29,22.15,2541.2,0.8792
2026-04-30,33.21,2574.41,1.3067
2026-05-01,18.6,2593.0,0.7224
2026-05-04,-5.29,2587.71,-0.2041
2026-05-05,16.81,2604.52,0.6496
2026-05-06,59.46,2663.98,2.2829
2026-05-07,-50.33,2613.65,-1.8894
2026-05-08,11.09,2624.74,0.4244
2026-05-11,-15.64,2609.1,-0.596
2026-05-12,6.94,2616.04,0.266
2026-05-13,23.71,2639.74,0.9062
2026-05-14,30.46,2670.2,1.1537
2026-05-15,26.02,2696.22,0.9743
2026-05-18,91.33,2787.54,3.3873
2026-05-19,62.78,2850.32,2.2521
2026-05-20,45.44,2895.77,1.5943
2026-05-21,-53.55,2842.22,-1.8492
2026-05-22,-13.32,2828.9,-0.4686
2026-05-25,33.57,2862.47,1.1867
2026-05-26,18.05,2880.52,0.6305
2026-05-27,-22.27,2858.25,-0.7731
2026-05-28,-7.87,2850.38,-0.2754
2026-05-29,37.82,2888.2,1.3268
2026-06-01,77.53,2965.72,2.6843
2026-06-02,-14.66,2951.06,-0.4944
2026-06-03,30.23,2981.29,1.0244
2026-06-04,-4.01,2977.28,-0.1346
2026-06-05,96.51,3073.79,3.2415
2026-06-08,-20.02,3053.77,-0.6512
2026-06-09,22.83,3076.6,0.7475
2026-06-10,24.75,3101.35,0.8044
2026-06-11,81.2,3182.54,2.6181
2026-06-12,29.76,3212.3,0.9351
2026-06-15,53.06,3265.37,1.6519
2026-06-16,-47.15,3218.21,-1.4441
2026-06-17,89.45,3307.67,2.7796
2026-06-18,105.86,3413.53,3.2005
2026-06-19,-48.05,3365.48,-1.4076
2026-06-22,-25.18,3340.31,-0.748
2026-06-23,97.42,3437.73,2.9165
2026-06-24,28.98,3466.7,0.8429
2026-06-25,65.11,3531.81,1.8781
2026-06-26,40.77,3572.58,1.1544
2026-06-29,-15.1,3557.48,-0.4228
