symbol,direction,open_time,close_time,status,open_price,close_price,sl,tp,lot,sl_pips,risk_usd,risk_pct,pnl_pips,pnl_usd
GER40,BUY,2025-10-03 08:05:00+00:00,2025-10-03 09:03:00+00:00,sl,24541.98,24501.46333,24501.46333,24643.27167,0.1,405.2,4.05,0.366,-421.17,-4.05
GER40,BUY,2025-10-03 09:04:00+00:00,2025-10-03 10:24:00+00:00,sl,24517.98,24472.69667,24472.69667,24631.18833,0.1,452.8,4.53,0.411,-468.83,-4.53
GBPAUD,SELL,2025-10-03 10:06:00+00:00,2025-10-03 10:37:00+00:00,sl,2.03633,2.03633,2.03633,2.03312,0.03,11.7,2.16,0.196,-1.8,-0.0
XAUUSD,BUY,2025-10-03 10:13:00+00:00,2025-10-03 16:24:00+00:00,sl,3859.285,3883.09,3883.09,3895.1875,0.01,130.6,11.23,1.015,235.75,20.48
GER40,SELL,2025-10-03 10:24:00+00:00,2025-10-03 15:25:00+00:00,sl,24470.38,24371.88,24371.88,24305.38,0.1,660.0,6.6,0.599,969.0,9.85
GBPJPY,BUY,2025-10-03 10:27:00+00:00,2025-10-03 12:25:00+00:00,sl,198.336,198.1243,198.1243,198.81232,0.02,21.2,2.29,0.208,-23.27,-2.29
CADJPY,SELL,2025-10-03 12:30:00+00:00,2025-10-03 15:27:00+00:00,sl,105.531,105.531,105.531,105.24663,0.03,14.2,2.3,0.21,-1.6,-0.0
EURUSD,BUY,2025-10-03 15:00:00+00:00,2025-10-03 15:37:00+00:00,sl,1.17381,1.17298,1.17298,1.1763,0.03,8.3,2.14,0.195,-9.59,-2.14
GER40,SELL,2025-10-03 15:28:00+00:00,2025-10-06 03:15:00+00:00,sl,24381.38,24441.935,24441.935,24229.9925,0.1,605.5,6.06,0.546,-621.55,-6.06
CADJPY,SELL,2025-10-03 15:39:00+00:00,2025-10-03 16:49:00+00:00,sl,105.5405,105.5405,105.5405,105.30979,0.04,11.5,2.49,0.225,-1.6,-0.0
GBPJPY,BUY,2025-10-03 16:26:00+00:00,2025-10-03 17:00:00+00:00,sl,198.197,198.402,198.402,198.63575,0.02,19.5,2.11,0.187,18.4,2.21
DJ30,BUY,2025-10-03 17:00:00+00:00,2025-10-03 17:37:00+00:00,sl,46804.05,47014.65,47014.65,47189.44663,0.1,1401.4,12.05,1.067,2095.0,18.11
GBPJPY,BUY,2025-10-03 17:04:00+00:00,2025-10-03 17:56:00+00:00,sl,198.349,198.6185,198.6185,198.8809,0.02,23.6,2.55,0.226,24.85,2.91
NAS100,BUY,2025-10-03 17:35:00+00:00,2025-10-03 20:05:00+00:00,sl,24907.91,24839.285,24839.285,25062.31625,0.1,686.2,6.86,0.607,-694.25,-6.86
GBPJPY,BUY,2025-10-03 18:03:00+00:00,2025-10-06 00:00:00+00:00,tp,198.6365,199.18888,198.391,199.18888,0.02,24.6,2.65,0.23,53.14,5.97
SP500,BUY,2025-10-03 20:07:00+00:00,2025-10-03 20:46:00+00:00,sl,6740.57,6727.02033,6727.02033,6774.44417,0.2,135.5,2.33,0.204,-139.1,-2.33
NAS100,SELL,2025-10-03 20:46:00+00:00,2025-10-06 02:33:00+00:00,sl,24801.36,24902.21294,24902.21294,24574.44088,0.1,1008.5,10.09,0.883,-1016.53,-10.09
GBPJPY,BUY,2025-10-06 10:01:00+00:00,2025-10-06 10:39:00+00:00,sl,201.631,202.1175,202.1175,202.39161,0.01,33.8,1.83,0.162,46.55,2.63
GBPAUD,SELL,2025-10-06 10:08:00+00:00,2025-10-06 10:58:00+00:00,sl,2.03383,2.03527,2.03527,2.02987,0.03,14.4,2.66,0.236,-16.18,-2.66
CADJPY,BUY,2025-10-06 10:11:00+00:00,2025-10-06 13:48:00+00:00,sl,107.618,107.6845,107.6845,108.12737,0.02,25.5,2.75,0.245,5.05,0.72
UKOUSD,BUY,2025-10-06 10:26:00+00:00,2025-10-06 14:45:00+00:00,sl,65.9925,65.4675,65.4675,66.91125,0.01,52.5,4.52,0.402,-55.8,-4.52
USDJPY,BUY,2025-10-06 10:36:00+00:00,2025-10-07 14:55:00+00:00,sl,150.1425,150.912,150.912,151.43775,0.01,43.2,2.33,0.207,75.05,4.16
GBPAUD,SELL,2025-10-06 11:00:00+00:00,2025-10-06 11:24:00+00:00,sl,2.03493,2.03493,2.03493,2.03034,0.02,16.7,2.06,0.183,-1.8,-0.0
GBPAUD,SELL,2025-10-06 11:27:00+00:00,2025-10-06 12:36:00+00:00,sl,2.0355,2.03732,2.03732,2.03047,0.02,18.3,2.25,0.2,-20.05,-2.25
GBPJPY,BUY,2025-10-06 12:18:00+00:00,2025-10-06 15:00:00+00:00,sl,201.901,201.4805,201.4805,202.84712,0.01,42.0,2.27,0.202,-44.15,-2.27
Nikkei225,BUY,2025-10-07 01:00:00+00:00,2025-10-07 02:35:00+00:00,sl,48614.0,48506.5625,48506.5625,48936.3125,5.0,1074.4,2.69,0.241,-1204.38,-2.69
Nikkei225,BUY,2025-10-07 04:17:00+00:00,2025-10-07 08:18:00+00:00,sl,48354.0,48115.5,48115.5,49069.5,2.0,2385.0,2.39,0.214,-2515.0,-2.39
UKOUSD,BUY,2025-10-07 09:41:00+00:00,2025-10-07 10:01:00+00:00,sl,66.2695,66.022,66.022,66.70262,0.01,24.7,2.13,0.192,-28.05,-2.13
CADJPY,BUY,2025-10-07 10:05:00+00:00,2025-10-07 10:25:00+00:00,sl,107.9675,107.84038,107.84038,108.22175,0.04,12.7,2.75,0.248,-14.31,-2.75
GBPUSD,SELL,2025-10-07 10:20:00+00:00,2025-10-07 15:35:00+00:00,sl,1.3437,1.34073,1.34073,1.33919,0.01,16.4,1.41,0.127,28.15,2.56
UKOUSD,BUY,2025-10-07 11:29:00+00:00,2025-10-07 12:03:00+00:00,sl,66.1095,65.6445,65.6445,66.92325,0.01,46.5,4.0,0.361,-49.8,-4.0
GBPJPY,BUY,2025-10-07 11:44:00+00:00,2025-10-07 14:22:00+00:00,sl,202.5835,202.33465,202.33465,203.14341,0.02,24.9,2.69,0.243,-26.99,-2.69
XAUUSD,BUY,2025-10-07 12:47:00+00:00,2025-10-08 05:00:00+00:00,sl,3961.76,3999.32,3999.32,4015.745,0.01,196.3,16.89,1.532,373.3,32.31
GER40,BUY,2025-10-07 14:01:00+00:00,2025-10-07 19:20:00+00:00,sl,24448.6,24369.47333,24369.47333,24646.41667,0.1,791.3,7.91,0.718,-807.27,-7.91
UKOUSD,BUY,2025-10-07 14:55:00+00:00,2025-10-07 16:00:00+00:00,sl,66.0145,65.4925,65.4925,66.928,0.01,52.2,4.49,0.407,-55.5,-4.49
USDJPY,BUY,2025-10-07 15:02:00+00:00,2025-10-07 19:43:00+00:00,sl,150.9085,151.3705,151.3705,151.51249,0.02,20.1,2.17,0.197,44.3,4.99
Nikkei225,BUY,2025-10-08 03:16:00+00:00,2025-10-08 07:41:00+00:00,sl,47957.0,47819.46875,47819.46875,48369.59375,3.0,1375.3,2.06,0.188,-1505.31,-2.06
UKOUSD,BUY,2025-10-08 09:00:00+00:00,2025-10-08 10:28:00+00:00,sl,66.4315,66.5185,66.5185,66.64938,0.02,12.5,2.14,0.19,5.4,1.5
XAUUSD,BUY,2025-10-08 10:05:00+00:00,2025-10-09 02:02:00+00:00,sl,4032.82,4014.87591,4014.87591,4082.16625,0.01,179.4,15.44,1.367,-181.74,-15.44
EU50,SELL,2025-10-08 10:06:00+00:00,2025-10-08 10:37:00+00:00,sl,5611.3,5623.4875,5623.4875,5574.7375,0.2,121.9,2.44,0.216,-134.88,-2.44
EU50,BUY,2025-10-08 11:01:00+00:00,2025-10-08 18:17:00+00:00,sl,5637.6,5661.9,5661.9,5697.7875,0.1,200.6,2.01,0.178,230.0,2.43
UKOUSD,BUY,2025-10-08 12:31:00+00:00,2025-10-08 16:16:00+00:00,sl,66.7315,66.2335,66.2335,67.603,0.01,49.8,4.28,0.38,-53.1,-4.28
NAS100,SELL,2025-10-08 14:23:00+00:00,2025-10-08 16:32:00+00:00,sl,24900.03,24940.90721,24940.90721,24808.05629,0.1,408.8,4.09,0.362,-416.77,-4.09
SP500,BUY,2025-10-08 17:19:00+00:00,2025-10-08 23:24:00+00:00,sl,6748.57,6764.96,6764.96,6775.87292,0.2,109.2,1.88,0.168,160.3,2.82
USDJPY,BUY,2025-10-08 17:24:00+00:00,2025-10-09 16:07:00+00:00,sl,152.6445,152.24908,152.24908,153.83076,0.01,39.5,2.14,0.191,-41.44,-2.14
GBPAUD,SELL,2025-10-08 18:16:00+00:00,2025-10-08 22:57:00+00:00,sl,2.03641,2.03414,2.03414,2.0309,0.02,20.0,2.47,0.22,20.8,2.79
EURUSD,SELL,2025-10-08 18:50:00+00:00,2025-10-08 21:40:00+00:00,sl,1.16088,1.16209,1.16209,1.15725,0.02,12.1,2.08,0.185,-13.4,-2.08
Nikkei225,BUY,2025-10-09 01:13:00+00:00,2025-10-09 02:47:00+00:00,sl,48162.0,48074.7,48074.7,48423.9,6.0,873.0,2.62,0.233,-1003.0,-2.62
Nikkei225,BUY,2025-10-10 02:53:00+00:00,2025-10-10 03:03:00+00:00,sl,48609.0,48474.0,48474.0,49014.0,4.0,1350.0,2.7,0.244,-1480.0,-2.7
GER40,BUY,2025-10-10 09:08:00+00:00,2025-10-10 11:22:00+00:00,sl,24686.7,24648.84167,24648.84167,24781.34583,0.1,378.6,3.79,0.343,-394.58,-3.79
UKOUSD,SELL,2025-10-10 09:10:00+00:00,2025-10-10 11:21:00+00:00,sl,65.2625,65.5025,65.5025,64.8425,0.01,24.0,2.06,0.187,-27.3,-2.06
NZDUSD,SELL,2025-10-10 10:00:00+00:00,2025-10-10 10:56:00+00:00,sl,0.57465,0.57506,0.57506,0.57342,0.07,4.1,2.47,0.224,-5.51,-2.47
NZDUSD,SELL,2025-10-10 10:58:00+00:00,2025-10-10 11:11:00+00:00,sl,0.57506,0.57553,0.57553,0.57365,0.06,4.7,2.43,0.221,-6.11,-2.43
GER40,SELL,2025-10-10 11:37:00+00:00,2025-10-10 17:58:00+00:00,sl,24648.1,24525.1,24525.1,24453.35417,0.1,779.0,7.79,0.713,1214.0,12.3
UKOUSD,SELL,2025-10-10 12:10:00+00:00,2025-10-10 14:50:00+00:00,sl,65.1975,64.7125,64.7125,64.179,0.01,58.2,5.01,0.458,45.2,4.17
NZDUSD,SELL,2025-10-10 12:27:00+00:00,2025-10-10 18:00:00+00:00,tp,0.57525,0.57368,0.57525,0.57368,0.06,5.2,2.71,0.248,14.33,8.12
GBPUSD,SELL,2025-10-10 12:29:00+00:00,2025-10-10 14:38:00+00:00,sl,1.32949,1.32768,1.32768,1.32434,0.01,18.7,1.61,0.147,16.4,1.55
GBPAUD,SELL,2025-10-10 13:50:00+00:00,2025-10-10 14:12:00+00:00,sl,2.02662,2.02592,2.02592,2.02102,0.02,20.4,2.51,0.23,5.2,0.86
GBPJPY,SELL,2025-10-10 14:08:00+00:00,2025-10-10 19:23:00+00:00,sl,202.6415,203.09995,203.09995,201.60999,0.01,45.8,2.48,0.227,-47.94,-2.48
EURUSD,SELL,2025-10-10 14:48:00+00:00,2025-10-10 15:18:00+00:00,sl,1.15664,1.1576,1.1576,1.15376,0.03,9.6,2.48,0.226,-10.9,-2.48
NAS100,BUY,2025-10-10 15:20:00+00:00,2025-10-10 16:38:00+00:00,sl,25160.08,25201.43,25201.43,25260.06438,0.1,444.4,4.44,0.405,405.5,4.14
SP500,BUY,2025-10-10 16:37:00+00:00,2025-10-10 16:51:00+00:00,sl,6762.32,6753.73333,6753.73333,6783.78667,0.30000000000000004,85.9,2.22,0.202,-89.47,-2.22
UKOUSD,SELL,2025-10-10 16:51:00+00:00,2025-10-10 18:23:00+00:00,sl,64.3025,63.4825,63.4825,62.79837,0.01,86.0,7.39,0.673,78.7,7.05
NAS100,BUY,2025-10-10 17:37:00+00:00,2025-10-10 17:57:00+00:00,sl,25174.08,25109.09471,25109.09471,25320.29691,0.1,649.9,6.5,0.592,-657.85,-6.5
NAS100,SELL,2025-10-10 17:57:00+00:00,2025-10-10 18:00:00+00:00,sl,25091.53,24959.28,24959.28,24883.86327,0.1,923.0,9.23,0.845,1314.5,13.23
GBPAUD,BUY,2025-10-10 17:57:00+00:00,2025-10-10 18:02:00+00:00,tp,2.0336,2.03923,2.03733,2.03923,0.02,20.5,2.52,0.231,54.52,6.94
NAS100,SELL,2025-10-10 18:07:00+00:00,2025-10-10 18:20:00+00:00,sl,24871.03,24740.63,24740.63,24606.0379,0.1,1177.7,11.78,1.04,1296.0,13.04
NZDUSD,SELL,2025-10-10 18:07:00+00:00,2025-10-10 19:50:00+00:00,tp,0.57367,0.57205,0.57367,0.57205,0.06,5.4,2.8,0.247,14.87,8.4
SP500,SELL,2025-10-10 18:19:00+00:00,2025-10-10 18:31:00+00:00,sl,6682.56,6635.51,6635.51,6610.01667,0.1,290.2,2.5,0.22,466.9,4.05
UKOUSD,SELL,2025-10-10 18:25:00+00:00,2025-10-14 11:10:00+00:00,sl,63.4275,62.3905,62.3905,61.36162,0.01,118.0,10.16,0.881,100.4,8.92
GBPAUD,BUY,2025-10-10 18:39:00+00:00,2025-10-10 18:45:00+00:00,sl,2.05615,2.05106,2.05106,2.07016,0.01,50.9,3.14,0.271,-52.75,-3.14
GBPUSD,BUY,2025-10-10 18:45:00+00:00,2025-10-14 09:11:00+00:00,sl,1.33413,1.3307,1.3307,1.34354,0.01,34.2,2.95,0.255,-35.84,-2.95
CADJPY,SELL,2025-10-10 19:02:00+00:00,2025-10-10 20:30:00+00:00,sl,108.5115,108.397,108.397,107.76069,0.01,37.5,2.03,0.176,9.85,0.62
GBPAUD,BUY,2025-10-10 19:28:00+00:00,2025-10-10 23:56:00+00:00,sl,2.05773,2.06179,2.06179,2.07409,0.01,59.5,3.67,0.318,38.8,2.5
NZDUSD,SELL,2025-10-10 20:26:00+00:00,2025-10-10 21:22:00+00:00,sl,0.57191,0.57262,0.57262,0.56979,0.04,7.1,2.44,0.21,-8.48,-2.44
GER40,BUY,2025-10-13 08:49:00+00:00,2025-10-13 14:06:00+00:00,sl,24395.8,24334.93333,24334.93333,24547.96667,0.1,608.7,6.09,0.525,-624.67,-6.09
USDJPY,BUY,2025-10-13 10:26:00+00:00,2025-10-14 07:11:00+00:00,sl,152.2225,151.92803,151.92803,153.1059,0.01,29.4,1.59,0.137,-31.35,-1.59
NAS100,SELL,2025-10-13 14:06:00+00:00,2025-10-13 16:01:00+00:00,sl,24610.3,24697.55368,24697.55368,24413.97923,0.1,872.5,8.73,0.756,-880.54,-8.73
GER40,SELL,2025-10-13 16:05:00+00:00,2025-10-13 20:03:00+00:00,sl,24352.2,24441.63,24441.63,24128.625,0.1,894.3,8.94,0.781,-910.3,-8.94
Nikkei225,BUY,2025-10-14 03:15:00+00:00,2025-10-14 06:53:00+00:00,sl,47555.0,47303.0,47303.0,48311.0,2.0,2520.0,2.52,0.222,-2650.0,-2.52
GER40,SELL,2025-10-14 08:22:00+00:00,2025-10-14 08:48:00+00:00,sl,24333.3,24222.8,24222.8,24159.13333,0.1,696.7,6.97,0.615,1089.0,11.05
GER40,SELL,2025-10-14 08:54:00+00:00,2025-10-14 10:07:00+00:00,sl,24264.3,24125.8,24125.8,24037.88333,0.1,905.7,9.06,0.792,1369.0,13.85
GBPUSD,SELL,2025-10-14 10:00:00+00:00,2025-10-14 11:05:00+00:00,sl,1.3279,1.32674,1.32674,1.32164,0.01,22.8,1.96,0.172,10.05,1.0
EURUSD,SELL,2025-10-14 10:07:00+00:00,2025-10-14 10:53:00+00:00,sl,1.15724,1.15539,1.15539,1.15339,0.02,12.8,2.21,0.191,17.2,3.18
GBPJPY,SELL,2025-10-14 10:13:00+00:00,2025-10-14 12:10:00+00:00,sl,201.571,201.96685,201.96685,200.68034,0.01,39.6,2.14,0.185,-41.68,-2.14
NZDUSD,SELL,2025-10-14 10:28:00+00:00,2025-10-14 16:25:00+00:00,sl,0.5693,0.56995,0.56995,0.56735,0.05,6.5,2.79,0.242,-7.88,-2.79
CADJPY,SELL,2025-10-14 10:35:00+00:00,2025-10-14 14:08:00+00:00,sl,108.08,108.0515,108.0515,107.55921,0.02,26.0,2.81,0.244,1.25,0.31
EURUSD,SELL,2025-10-14 11:17:00+00:00,2025-10-14 16:25:00+00:00,sl,1.15535,1.15704,1.15704,1.15029,0.02,16.9,2.9,0.249,-18.18,-2.9
GBPUSD,SELL,2025-10-14 12:10:00+00:00,2025-10-14 14:21:00+00:00,sl,1.32776,1.32734,1.32734,1.32234,0.01,19.7,1.69,0.145,2.5,0.35
GBPJPY,SELL,2025-10-14 13:18:00+00:00,2025-10-14 16:33:00+00:00,sl,201.5815,202.04385,202.04385,200.54121,0.01,46.2,2.5,0.214,-48.34,-2.5
GER40,SELL,2025-10-14 14:02:00+00:00,2025-10-14 16:23:00+00:00,sl,24049.3,24190.61333,24190.61333,23696.01667,0.1,1413.1,14.13,1.213,-1429.13,-14.13
CADJPY,SELL,2025-10-14 16:31:00+00:00,2025-10-14 17:01:00+00:00,sl,108.0995,108.30624,108.30624,107.68602,0.02,20.7,2.23,0.195,-22.27,-2.23
XAUUSD,BUY,2025-10-14 16:31:00+00:00,2025-10-15 04:08:00+00:00,sl,4112.305,4178.73,4178.73,4208.14,0.01,348.5,29.98,2.616,661.95,57.14
NZDUSD,SELL,2025-10-14 16:34:00+00:00,2025-10-14 17:13:00+00:00,sl,0.56988,0.57042,0.57042,0.56826,0.06,5.4,2.78,0.243,-6.79,-2.78
UKOUSD,SELL,2025-10-14 16:52:00+00:00,2025-10-15 15:54:00+00:00,sl,62.3805,63.1425,63.1425,61.047,0.01,76.2,6.56,0.573,-79.5,-6.56
CADJPY,SELL,2025-10-14 18:25:00+00:00,2025-10-15 07:25:00+00:00,sl,108.098,107.709,107.709,107.56163,0.01,26.8,1.45,0.127,37.3,2.1
EURUSD,BUY,2025-10-14 18:40:00+00:00,2025-10-15 10:46:00+00:00,tp,1.15965,1.16442,1.16307,1.16442,0.02,15.9,2.74,0.24,46.4,8.21
DJ30,BUY,2025-10-14 19:19:00+00:00,2025-10-16 21:12:00+00:00,sl,46301.19,45929.30538,45929.30538,47323.87269,0.1,3718.8,31.98,2.809,-3729.85,-31.98
GER40,BUY,2025-10-15 08:11:00+00:00,2025-10-15 09:52:00+00:00,sl,24365.2,24325.6,24325.6,24464.2,0.1,396.0,3.96,0.331,-412.0,-3.96
GER40,SELL,2025-10-15 09:59:00+00:00,2025-10-15 14:48:00+00:00,sl,24307.1,24220.1,24220.1,24164.87917,0.1,568.9,5.69,0.477,854.0,8.7
CADJPY,SELL,2025-10-15 10:00:00+00:00,2025-10-15 11:15:00+00:00,sl,107.6285,107.77994,107.77994,107.32562,0.03,15.1,2.45,0.206,-16.74,-2.45
CADJPY,SELL,2025-10-15 11:21:00+00:00,2025-10-15 12:09:00+00:00,sl,107.759,107.759,107.759,107.39658,0.03,18.1,2.94,0.245,-1.6,-0.0
GBPAUD,SELL,2025-10-15 11:37:00+00:00,2025-10-15 12:17:00+00:00,sl,2.04826,2.04749,2.04749,2.04386,0.03,16.0,2.96,0.247,5.85,1.41
CADJPY,SELL,2025-10-15 12:17:00+00:00,2025-10-15 15:11:00+00:00,sl,107.771,107.93845,107.93845,107.4361,0.03,16.7,2.71,0.226,-18.35,-2.71
NAS100,BUY,2025-10-15 14:53:00+00:00,2025-10-15 15:19:00+00:00,sl,24813.45,24870.55,24870.55,24942.7671,0.1,574.7,5.75,0.475,563.0,5.71
NAS100,BUY,2025-10-15 15:32:00+00:00,2025-10-15 16:38:00+00:00,sl,24851.45,24789.47574,24789.47574,24990.8921,0.1,619.7,6.2,0.511,-627.74,-6.2
GBPJPY,BUY,2025-10-15 15:41:00+00:00,2025-10-15 16:48:00+00:00,sl,202.4045,202.1179,202.1179,203.04935,0.01,28.7,1.55,0.128,-30.76,-1.55
USDJPY,BUY,2025-10-15 16:13:00+00:00,2025-10-15 16:59:00+00:00,sl,151.7005,151.40393,151.40393,152.5902,0.01,29.7,1.6,0.133,-31.56,-1.6
UKOUSD,SELL,2025-10-15 16:38:00+00:00,2025-10-15 18:13:00+00:00,sl,62.9815,62.4015,62.4015,61.8958,0.01,62.0,5.34,0.445,54.7,4.99
GBPJPY,BUY,2025-10-15 17:01:00+00:00,2025-10-15 18:23:00+00:00,sl,202.134,202.534,202.534,202.82599,0.01,30.8,1.66,0.139,37.9,2.16
