date,pnl_usd,balance,ret_pct
2026-06-04,-23.03,1439.41,-1.5745
2026-06-05,159.82,1599.24,11.1033
2026-06-08,5.52,1604.75,0.345
2026-06-09,18.29,1623.04,1.1398
2026-06-10,12.32,1635.36,0.759
2026-06-11,68.03,1703.4,4.1602
2026-06-12,35.78,1739.18,2.1006
2026-06-15,54.56,1793.74,3.137
2026-06-16,59.03,1852.77,3.2909
2026-06-17,-25.29,1827.47,-1.3652
2026-06-18,45.82,1873.29,2.5072
2026-06-19,-42.89,1830.4,-2.2895
2026-06-22,-4.55,1825.86,-0.2484
2026-06-23,67.0,1892.86,3.6695
2026-06-24,65.97,1958.83,3.4854
2026-06-25,16.53,1975.36,0.8438
2026-06-26,-0.63,1974.73,-0.032
2026-06-29,-41.44,1933.29,-2.0985
2026-06-30,-13.87,1919.42,-0.7174
2026-07-01,-4.79,1914.63,-0.2495
2026-07-02,-9.55,1905.08,-0.4987
