symbol,direction,open_time,close_time,status,open_price,close_price,sl,tp,lot,sl_pips,risk_usd,risk_pct,pnl_pips,pnl_usd
NAS100,BUY,2025-10-01 17:32:00+00:00,2025-10-01 20:06:00+00:00,sl,24693.19,24781.79,24781.79,24902.46482,0.1,930.1,9.3,0.914,878.0,8.86
SP500,BUY,2025-10-01 17:32:00+00:00,2025-10-01 20:27:00+00:00,sl,6687.16,6711.35,6711.35,6727.83583,0.1,162.7,1.4,0.138,238.3,2.08
NAS100,BUY,2025-10-01 20:11:00+00:00,2025-10-02 03:46:00+00:00,sl,24786.19,24868.94,24868.94,24992.07741,0.1,915.1,9.15,0.881,819.5,8.28
SP500,BUY,2025-10-01 20:43:00+00:00,2025-10-02 04:17:00+00:00,sl,6709.66,6728.05,6728.05,6738.38917,0.2,114.9,1.98,0.19,180.3,3.16
GER40,BUY,2025-10-02 08:05:00+00:00,2025-10-02 11:16:00+00:00,sl,24285.98,24357.88,24357.88,24404.45917,0.1,473.9,4.74,0.45,703.0,7.19
GER40,BUY,2025-10-02 11:18:00+00:00,2025-10-02 16:32:00+00:00,sl,24356.98,24520.58,24520.58,24621.89667,0.1,1059.7,10.6,1.0,1620.0,16.36
GBPUSD,SELL,2025-10-02 13:32:00+00:00,2025-10-02 16:38:00+00:00,tp,1.34881,1.34465,1.34639,1.34465,0.02,15.1,2.6,0.246,39.98,7.15
NAS100,BUY,2025-10-02 14:27:00+00:00,2025-10-02 16:01:00+00:00,sl,24947.06,24989.41,24989.41,25033.19695,0.1,382.8,3.83,0.361,415.5,4.24
EURUSD,SELL,2025-10-02 15:49:00+00:00,2025-10-02 17:12:00+00:00,tp,1.17408,1.17079,1.1722,1.17079,0.02,11.0,1.89,0.178,31.6,5.66
NAS100,BUY,2025-10-02 16:14:00+00:00,2025-10-02 16:30:00+00:00,sl,24986.31,24952.49382,24952.49382,25062.3964,0.1,338.2,3.38,0.318,-346.16,-3.38
NZDUSD,SELL,2025-10-02 16:30:00+00:00,2025-10-02 17:46:00+00:00,tp,0.58236,0.58074,0.58126,0.58074,0.05,5.4,2.32,0.219,14.77,6.96
GER40,BUY,2025-10-02 16:41:00+00:00,2025-10-02 17:13:00+00:00,sl,24501.68,24421.93,24421.93,24701.055,0.1,797.5,7.98,0.736,-813.5,-7.98
GBPUSD,SELL,2025-10-02 17:28:00+00:00,2025-10-02 18:56:00+00:00,sl,1.34224,1.34159,1.34159,1.33675,0.01,20.0,1.72,0.159,4.9,0.56
NZDUSD,SELL,2025-10-02 17:53:00+00:00,2025-10-02 19:08:00+00:00,sl,0.58083,0.58142,0.58142,0.57907,0.05,5.9,2.53,0.232,-7.27,-2.53
NAS100,BUY,2025-10-02 18:45:00+00:00,2025-10-02 21:58:00+00:00,sl,24849.81,24928.66,24928.66,25043.91965,0.1,862.7,8.63,0.793,780.5,7.89
GBPUSD,SELL,2025-10-02 19:02:00+00:00,2025-10-02 20:06:00+00:00,sl,1.34234,1.34441,1.34441,1.33666,0.01,20.7,1.78,0.163,-22.27,-1.78
SP500,BUY,2025-10-02 20:05:00+00:00,2025-10-03 06:54:00+00:00,sl,6712.52,6737.21,6737.21,6751.31167,0.2,155.2,2.67,0.246,243.3,4.25
Nikkei225,BUY,2025-10-03 02:38:00+00:00,2025-10-03 03:02:00+00:00,sl,45015.0,45171.3,45171.3,45254.11875,6.0,797.1,2.39,0.219,1433.0,4.69
Nikkei225,BUY,2025-10-03 03:03:00+00:00,2025-10-03 03:36:00+00:00,sl,45190.0,45416.3,45416.3,45525.30625,4.0,1117.7,2.24,0.204,2133.0,4.53
Nikkei225,BUY,2025-10-03 03:45:00+00:00,2025-10-03 04:17:00+00:00,sl,45450.0,45741.3,45741.3,45932.11875,3.0,1607.1,2.41,0.219,2783.0,4.37
Nikkei225,BUY,2025-10-03 04:30:00+00:00,2025-10-03 10:11:00+00:00,sl,45630.0,46008.8,46008.8,46235.30625,2.0,2017.7,2.02,0.182,3658.0,3.79
GER40,BUY,2025-10-03 08:05:00+00:00,2025-10-03 09:03:00+00:00,sl,24541.98,24501.46333,24501.46333,24643.27167,0.1,405.2,4.05,0.365,-421.17,-4.05
GER40,BUY,2025-10-03 09:04:00+00:00,2025-10-03 10:24:00+00:00,sl,24517.98,24472.69667,24472.69667,24631.18833,0.1,452.8,4.53,0.409,-468.83,-4.53
GBPAUD,SELL,2025-10-03 10:06:00+00:00,2025-10-03 10:37:00+00:00,sl,2.03633,2.03633,2.03633,2.03312,0.03,11.7,2.16,0.195,-1.8,-0.0
GER40,SELL,2025-10-03 10:24:00+00:00,2025-10-03 15:25:00+00:00,sl,24470.38,24371.88,24371.88,24305.38,0.1,660.0,6.6,0.597,969.0,9.85
EURUSD,BUY,2025-10-03 10:50:00+00:00,2025-10-03 12:21:00+00:00,sl,1.17324,1.17324,1.17324,1.17612,0.03,9.6,2.47,0.223,-1.3,0.0
GBPUSD,BUY,2025-10-03 10:56:00+00:00,2025-10-03 12:25:00+00:00,sl,1.34576,1.34429,1.34429,1.34982,0.02,14.8,2.54,0.23,-16.36,-2.54
GBPAUD,SELL,2025-10-03 12:15:00+00:00,2025-10-03 15:57:00+00:00,sl,2.03696,2.03696,2.03696,2.03298,0.03,14.5,2.68,0.242,-1.8,-0.0
EURUSD,BUY,2025-10-03 12:45:00+00:00,2025-10-03 14:12:00+00:00,sl,1.17406,1.1732,1.1732,1.17663,0.03,8.6,2.21,0.201,-9.87,-2.21
NAS100,BUY,2025-10-03 14:31:00+00:00,2025-10-03 15:44:00+00:00,sl,24957.66,24927.74824,24927.74824,25024.96147,0.1,299.1,2.99,0.272,-307.12,-2.99
DJ30,BUY,2025-10-03 14:31:00+00:00,2025-10-03 16:40:00+00:00,sl,46641.05,46753.65,46753.65,46801.60769,0.1,583.8,5.02,0.456,1115.0,9.68
EURUSD,BUY,2025-10-03 15:00:00+00:00,2025-10-03 15:37:00+00:00,sl,1.17381,1.17298,1.17298,1.1763,0.03,8.3,2.14,0.194,-9.59,-2.14
GER40,SELL,2025-10-03 15:28:00+00:00,2025-10-06 03:15:00+00:00,sl,24381.38,24441.935,24441.935,24229.9925,0.1,605.5,6.06,0.545,-621.55,-6.06
DJ30,BUY,2025-10-03 17:00:00+00:00,2025-10-03 17:37:00+00:00,sl,46804.05,47014.65,47014.65,47189.44663,0.1,1401.4,12.05,1.081,2095.0,18.11
SP500,BUY,2025-10-03 17:24:00+00:00,2025-10-03 19:08:00+00:00,sl,6740.32,6756.51,6756.51,6767.61125,0.2,109.2,1.88,0.168,158.3,2.78
NAS100,BUY,2025-10-03 17:45:00+00:00,2025-10-03 20:03:00+00:00,sl,24930.16,24860.50926,24860.50926,25086.87415,0.1,696.5,6.97,0.614,-704.51,-6.97
DJ30,BUY,2025-10-03 18:09:00+00:00,2025-10-06 16:45:00+00:00,sl,46928.05,46739.00865,46739.00865,47447.9137,0.1,1890.4,16.26,1.434,-1901.41,-16.26
SP500,BUY,2025-10-03 19:12:00+00:00,2025-10-03 20:03:00+00:00,sl,6754.69,6742.41783,6742.41783,6785.37042,0.2,122.7,2.11,0.186,-126.32,-2.11
EURUSD,BUY,2025-10-03 20:03:00+00:00,2025-10-03 20:53:00+00:00,sl,1.17412,1.17323,1.17323,1.17678,0.03,8.9,2.29,0.203,-10.16,-2.29
SP500,BUY,2025-10-03 20:07:00+00:00,2025-10-03 20:46:00+00:00,sl,6740.57,6727.02033,6727.02033,6774.44417,0.2,135.5,2.33,0.207,-139.1,-2.33
NAS100,SELL,2025-10-03 20:46:00+00:00,2025-10-06 02:33:00+00:00,sl,24801.36,24902.21294,24902.21294,24574.44088,0.1,1008.5,10.09,0.897,-1016.53,-10.09
GBPAUD,SELL,2025-10-06 10:08:00+00:00,2025-10-06 10:58:00+00:00,sl,2.03383,2.03527,2.03527,2.02987,0.03,14.4,2.66,0.24,-16.18,-2.66
Nikkei225,BUY,2025-10-07 01:41:00+00:00,2025-10-07 02:35:00+00:00,sl,48604.0,48499.65625,48499.65625,48917.03125,5.0,1043.4,2.61,0.24,-1173.44,-2.61
Nikkei225,BUY,2025-10-07 04:17:00+00:00,2025-10-07 08:18:00+00:00,sl,48354.0,48115.5,48115.5,49069.5,2.0,2385.0,2.39,0.22,-2515.0,-2.39
GBPUSD,SELL,2025-10-07 10:20:00+00:00,2025-10-07 15:35:00+00:00,sl,1.3437,1.34073,1.34073,1.33919,0.01,16.4,1.41,0.131,28.15,2.56
GER40,BUY,2025-10-07 13:45:00+00:00,2025-10-08 13:56:00+00:00,sl,24437.6,24580.8,24580.8,24652.83333,0.1,860.9,8.61,0.795,1416.0,14.32
GBPUSD,SELL,2025-10-07 20:45:00+00:00,2025-10-08 00:58:00+00:00,sl,1.34471,1.3431,1.3431,1.34074,0.02,14.4,2.49,0.229,14.55,2.78
Nikkei225,BUY,2025-10-08 03:16:00+00:00,2025-10-08 07:41:00+00:00,sl,47957.0,47819.46875,47819.46875,48369.59375,3.0,1375.3,2.06,0.19,-1505.31,-2.06
NAS100,SELL,2025-10-08 14:23:00+00:00,2025-10-08 16:32:00+00:00,sl,24900.03,24940.90721,24940.90721,24808.05629,0.1,408.8,4.09,0.372,-416.77,-4.09
GBPAUD,SELL,2025-10-08 16:05:00+00:00,2025-10-08 17:12:00+00:00,sl,2.03874,2.04044,2.04044,2.03406,0.02,17.0,2.1,0.19,-18.8,-2.1
SP500,BUY,2025-10-08 17:19:00+00:00,2025-10-08 23:24:00+00:00,sl,6748.57,6764.96,6764.96,6775.87292,0.2,109.2,1.88,0.172,160.3,2.82
GBPAUD,SELL,2025-10-08 17:46:00+00:00,2025-10-08 18:19:00+00:00,tp,2.04098,2.03609,2.03772,2.03609,0.02,17.8,2.19,0.2,47.08,6.02
EURUSD,SELL,2025-10-08 18:15:00+00:00,2025-10-08 21:16:00+00:00,sl,1.16142,1.16142,1.16142,1.15764,0.02,12.6,2.17,0.198,-1.3,-0.0
GBPAUD,SELL,2025-10-08 18:32:00+00:00,2025-10-08 22:57:00+00:00,sl,2.03577,2.03414,2.03414,2.03022,0.02,20.2,2.49,0.226,14.45,2.0
NZDUSD,SELL,2025-10-08 19:19:00+00:00,2025-10-08 21:16:00+00:00,sl,0.57744,0.57799,0.57799,0.57581,0.05,5.4,2.34,0.213,-6.85,-2.34
Nikkei225,BUY,2025-10-09 01:13:00+00:00,2025-10-09 02:47:00+00:00,sl,48162.0,48074.7,48074.7,48423.9,6.0,873.0,2.62,0.238,-1003.0,-2.62
Nikkei225,BUY,2025-10-09 02:52:00+00:00,2025-10-09 03:21:00+00:00,sl,48097.0,48293.3,48293.3,48424.54375,5.0,1091.8,2.73,0.248,1833.0,4.91
NZDUSD,SELL,2025-10-09 10:01:00+00:00,2025-10-09 10:14:00+00:00,sl,0.57689,0.57752,0.57752,0.57501,0.05,6.3,2.7,0.244,-7.68,-2.7
GBPUSD,SELL,2025-10-09 10:01:00+00:00,2025-10-09 11:43:00+00:00,sl,1.33638,1.33576,1.33576,1.33161,0.01,17.4,1.49,0.135,4.6,0.53
NZDUSD,SELL,2025-10-09 10:15:00+00:00,2025-10-09 12:04:00+00:00,sl,0.57737,0.57737,0.57737,0.57544,0.04,6.4,2.21,0.201,-1.4,-0.0
GBPUSD,SELL,2025-10-09 12:00:00+00:00,2025-10-09 12:35:00+00:00,sl,1.3361,1.33816,1.33816,1.33046,0.01,20.5,1.76,0.16,-22.11,-1.76
NZDUSD,SELL,2025-10-09 12:32:00+00:00,2025-10-09 13:06:00+00:00,sl,0.57745,0.57821,0.57821,0.57518,0.04,7.6,2.6,0.236,-8.96,-2.6
GBPUSD,SELL,2025-10-09 13:51:00+00:00,2025-10-09 14:29:00+00:00,sl,1.33787,1.33736,1.33736,1.33226,0.01,20.4,1.76,0.16,3.6,0.45
EURUSD,SELL,2025-10-09 15:09:00+00:00,2025-10-09 16:07:00+00:00,sl,1.16112,1.16224,1.16224,1.15775,0.02,11.2,1.93,0.176,-12.52,-1.93
NAS100,BUY,2025-10-09 18:03:00+00:00,2025-10-09 20:16:00+00:00,sl,25085.33,25018.90868,25018.90868,25234.77798,0.1,664.2,6.64,0.606,-672.21,-6.64
Nikkei225,BUY,2025-10-10 02:53:00+00:00,2025-10-10 03:03:00+00:00,sl,48609.0,48474.0,48474.0,49014.0,4.0,1350.0,2.7,0.248,-1480.0,-2.7
GER40,BUY,2025-10-10 09:08:00+00:00,2025-10-10 11:22:00+00:00,sl,24686.7,24648.84167,24648.84167,24781.34583,0.1,378.6,3.79,0.348,-394.58,-3.79
NZDUSD,SELL,2025-10-10 10:00:00+00:00,2025-10-10 10:56:00+00:00,sl,0.57465,0.57506,0.57506,0.57342,0.07,4.1,2.47,0.227,-5.51,-2.47
NZDUSD,SELL,2025-10-10 10:58:00+00:00,2025-10-10 11:11:00+00:00,sl,0.57506,0.57553,0.57553,0.57365,0.06,4.7,2.43,0.224,-6.11,-2.43
GER40,SELL,2025-10-10 11:37:00+00:00,2025-10-10 17:58:00+00:00,sl,24648.1,24525.1,24525.1,24453.35417,0.1,779.0,7.79,0.722,1214.0,12.3
NZDUSD,SELL,2025-10-10 12:27:00+00:00,2025-10-10 18:00:00+00:00,tp,0.57525,0.57368,0.57525,0.57368,0.05,5.2,2.26,0.209,14.33,6.77
GBPUSD,SELL,2025-10-10 12:29:00+00:00,2025-10-10 14:38:00+00:00,sl,1.32949,1.32768,1.32768,1.32434,0.01,18.7,1.61,0.149,16.4,1.55
GBPAUD,SELL,2025-10-10 13:17:00+00:00,2025-10-10 14:12:00+00:00,sl,2.02832,2.02592,2.02592,2.02267,0.02,20.5,2.53,0.234,22.2,2.96
NAS100,BUY,2025-10-10 14:19:00+00:00,2025-10-10 16:38:00+00:00,sl,25141.83,25201.43,25201.43,25248.96143,0.1,476.1,4.76,0.44,588.0,5.96
GBPAUD,SELL,2025-10-10 14:20:00+00:00,2025-10-10 16:58:00+00:00,sl,2.0259,2.02794,2.02794,2.0203,0.02,20.4,2.51,0.232,-22.17,-2.51
GBPUSD,SELL,2025-10-10 16:48:00+00:00,2025-10-10 17:40:00+00:00,sl,1.32738,1.32908,1.32908,1.32271,0.01,17.0,1.46,0.134,-18.57,-1.46
NAS100,BUY,2025-10-10 17:02:00+00:00,2025-10-10 17:57:00+00:00,sl,25174.33,25113.54691,25113.54691,25311.09195,0.1,607.8,6.08,0.559,-615.83,-6.08
SP500,BUY,2025-10-10 17:37:00+00:00,2025-10-10 17:57:00+00:00,sl,6754.62,6742.825,6742.825,6784.1075,0.2,118.0,2.03,0.187,-121.55,-2.03
GBPAUD,BUY,2025-10-10 17:41:00+00:00,2025-10-10 18:00:00+00:00,tp,2.03159,2.03684,2.03312,2.03684,0.02,19.1,2.35,0.217,50.67,6.47
SP500,SELL,2025-10-10 17:57:00+00:00,2025-10-10 18:00:00+00:00,tp,6737.01,6692.75833,6704.34,6692.75833,0.1,177.0,1.52,0.141,438.92,3.81
NAS100,SELL,2025-10-10 18:07:00+00:00,2025-10-10 18:20:00+00:00,sl,24871.03,24740.63,24740.63,24606.0379,0.1,1177.7,11.78,1.064,1296.0,13.04
NZDUSD,SELL,2025-10-10 18:07:00+00:00,2025-10-10 19:50:00+00:00,tp,0.57367,0.57205,0.57367,0.57205,0.05,5.4,2.33,0.211,14.87,7.0
SP500,SELL,2025-10-10 18:16:00+00:00,2025-10-10 18:26:00+00:00,sl,6695.56,6650.01,6650.01,6623.01667,0.1,290.2,2.5,0.226,451.9,3.92
NAS100,SELL,2025-10-10 18:28:00+00:00,2025-10-10 18:35:00+00:00,sl,24658.03,24501.13,24501.13,24316.05812,0.1,1519.9,15.2,1.353,1561.0,15.69
SP500,SELL,2025-10-10 18:28:00+00:00,2025-10-10 20:04:00+00:00,sl,6649.94,6605.81,6605.81,6577.39667,0.1,290.2,2.5,0.222,437.7,3.8
GBPAUD,BUY,2025-10-10 18:39:00+00:00,2025-10-10 18:45:00+00:00,sl,2.05615,2.05106,2.05106,2.07016,0.01,50.9,3.14,0.276,-52.75,-3.14
GBPUSD,BUY,2025-10-10 18:45:00+00:00,2025-10-14 09:11:00+00:00,sl,1.33413,1.3307,1.3307,1.34354,0.01,34.2,2.95,0.259,-35.84,-2.95
NAS100,SELL,2025-10-10 19:06:00+00:00,2025-10-10 21:54:00+00:00,sl,24593.78,24406.53,24406.53,24142.29434,0.1,2006.6,20.07,1.766,1864.5,18.73
GBPAUD,BUY,2025-10-10 19:10:00+00:00,2025-10-10 23:56:00+00:00,sl,2.05785,2.06179,2.06179,2.07386,0.01,58.2,3.59,0.316,37.55,2.42
NZDUSD,SELL,2025-10-10 20:12:00+00:00,2025-10-10 21:22:00+00:00,sl,0.5719,0.5726,0.5726,0.5698,0.04,7.0,2.41,0.21,-8.41,-2.41
GER40,BUY,2025-10-13 08:49:00+00:00,2025-10-13 14:06:00+00:00,sl,24395.8,24334.93333,24334.93333,24547.96667,0.1,608.7,6.09,0.522,-624.67,-6.09
EURUSD,SELL,2025-10-13 11:44:00+00:00,2025-10-13 16:40:00+00:00,sl,1.15843,1.15736,1.15736,1.15379,0.02,15.5,2.66,0.228,9.35,1.83
NAS100,SELL,2025-10-13 14:00:00+00:00,2025-10-13 14:12:00+00:00,sl,24674.05,24578.15,24578.15,24477.72923,0.1,872.5,8.73,0.749,951.0,9.59
GBPAUD,BUY,2025-10-13 14:12:00+00:00,2025-10-13 16:52:00+00:00,sl,2.0483,2.04628,2.04628,2.05387,0.02,20.2,2.49,0.213,-22.03,-2.49
GER40,SELL,2025-10-13 14:17:00+00:00,2025-10-13 20:03:00+00:00,sl,24345.2,24440.9,24440.9,24105.95,0.1,957.0,9.57,0.819,-973.0,-9.57
NAS100,SELL,2025-10-13 15:20:00+00:00,2025-10-13 16:36:00+00:00,sl,24651.9,24569.15,24569.15,24446.82408,0.1,911.4,9.11,0.78,819.5,8.28
SP500,SELL,2025-10-13 17:48:00+00:00,2025-10-13 19:15:00+00:00,sl,6637.13,6662.20983,6662.20983,6574.43042,0.1,250.8,2.16,0.183,-254.4,-2.16
NAS100,SELL,2025-10-13 17:48:00+00:00,2025-10-14 03:16:00+00:00,sl,24646.05,24805.64779,24805.64779,24286.95496,0.1,1596.0,15.96,1.356,-1603.98,-15.96
NZDUSD,SELL,2025-10-13 20:02:00+00:00,2025-10-14 02:50:00+00:00,tp,0.57342,0.5717,0.57222,0.5717,0.05,5.7,2.46,0.209,15.73,7.37
DJ30,SELL,2025-10-13 20:32:00+00:00,2025-10-14 10:38:00+00:00,sl,46091.0,45771.39,45771.39,45456.91346,0.1,2305.8,19.83,1.702,3185.1,27.49
Nikkei225,BUY,2025-10-14 03:15:00+00:00,2025-10-14 06:53:00+00:00,sl,47555.0,47303.0,47303.0,48311.0,2.0,2520.0,2.52,0.215,-2650.0,-2.52
GER40,SELL,2025-10-14 08:22:00+00:00,2025-10-14 08:48:00+00:00,sl,24333.3,24222.8,24222.8,24159.13333,0.1,696.7,6.97,0.604,1089.0,11.05
GER40,SELL,2025-10-14 08:54:00+00:00,2025-10-14 10:07:00+00:00,sl,24264.3,24125.8,24125.8,24037.88333,0.1,905.7,9.06,0.778,1369.0,13.85
GBPUSD,SELL,2025-10-14 10:00:00+00:00,2025-10-14 11:05:00+00:00,sl,1.3279,1.32674,1.32674,1.32164,0.01,22.8,1.96,0.169,10.05,1.0
EURUSD,SELL,2025-10-14 10:07:00+00:00,2025-10-14 10:53:00+00:00,sl,1.15724,1.15539,1.15539,1.15339,0.02,12.8,2.21,0.188,17.2,3.18
NZDUSD,SELL,2025-10-14 10:13:00+00:00,2025-10-14 16:14:00+00:00,sl,0.56919,0.56983,0.56983,0.56726,0.05,6.4,2.77,0.236,-7.84,-2.77
GER40,SELL,2025-10-14 10:37:00+00:00,2025-10-14 18:36:00+00:00,sl,24125.3,24283.7,24283.7,23729.3,0.1,1584.0,15.84,1.347,-1600.0,-15.84
EURUSD,SELL,2025-10-14 10:55:00+00:00,2025-10-14 16:25:00+00:00,sl,1.15519,1.15686,1.15686,1.15019,0.02,16.7,2.87,0.238,-17.97,-2.87
GBPUSD,SELL,2025-10-14 11:17:00+00:00,2025-10-14 16:36:00+00:00,sl,1.32674,1.32952,1.32952,1.31912,0.01,27.7,2.38,0.197,-29.31,-2.38
NZDUSD,SELL,2025-10-14 16:19:00+00:00,2025-10-14 17:10:00+00:00,sl,0.56974,0.57028,0.57028,0.56811,0.06,5.4,2.8,0.233,-6.83,-2.8
EURUSD,BUY,2025-10-14 18:40:00+00:00,2025-10-15 10:46:00+00:00,tp,1.15965,1.16442,1.16307,1.16442,0.02,15.9,2.74,0.232,46.4,8.21
DJ30,BUY,2025-10-14 18:41:00+00:00,2025-10-15 16:43:00+00:00,sl,46126.19,46625.79,46625.79,47123.5674,0.1,3626.8,31.19,2.642,4985.0,42.97
SP500,BUY,2025-10-14 20:02:00+00:00,2025-10-14 22:44:00+00:00,sl,6669.81,6637.47817,6637.47817,6750.63958,0.1,323.3,2.78,0.235,-326.92,-2.78
NAS100,BUY,2025-10-14 20:15:00+00:00,2025-10-14 22:43:00+00:00,sl,24764.2,24584.16691,24584.16691,25169.27445,0.1,1800.3,18.0,1.525,-1808.33,-18.0
Nikkei225,SELL,2025-10-15 01:05:00+00:00,2025-10-15 03:28:00+00:00,sl,47022.0,47225.0625,47225.0625,46412.8125,2.0,2030.6,2.03,0.175,-2160.62,-2.03
GER40,BUY,2025-10-15 08:11:00+00:00,2025-10-15 09:52:00+00:00,sl,24365.2,24325.6,24325.6,24464.2,0.1,396.0,3.96,0.342,-412.0,-3.96
GER40,SELL,2025-10-15 09:59:00+00:00,2025-10-15 14:48:00+00:00,sl,24307.1,24220.1,24220.1,24164.87917,0.1,568.9,5.69,0.493,854.0,8.7
GBPAUD,SELL,2025-10-15 10:04:00+00:00,2025-10-15 12:17:00+00:00,sl,2.04835,2.04749,2.04749,2.04398,0.02,15.9,1.96,0.17,6.8,1.06
GBPAUD,SELL,2025-10-15 12:39:00+00:00,2025-10-15 13:13:00+00:00,sl,2.04918,2.04789,2.04789,2.0441,0.02,18.5,2.28,0.196,11.1,1.59
GBPAUD,SELL,2025-10-15 13:24:00+00:00,2025-10-15 14:58:00+00:00,sl,2.04802,2.0499,2.0499,2.04286,0.02,18.8,2.31,0.199,-20.58,-2.31
NAS100,BUY,2025-10-15 14:00:00+00:00,2025-10-15 16:48:00+00:00,sl,24817.45,24756.60074,24756.60074,24954.36085,0.1,608.5,6.08,0.522,-616.49,-6.08
GBPAUD,SELL,2025-10-15 16:20:00+00:00,2025-10-15 16:34:00+00:00,sl,2.04943,2.04943,2.04943,2.04441,0.02,18.3,2.25,0.192,-1.8,-0.0
GBPUSD,SELL,2025-10-15 16:20:00+00:00,2025-10-15 17:09:00+00:00,sl,1.33411,1.33556,1.33556,1.3301,0.02,14.6,2.51,0.214,-16.16,-2.51
EURUSD,BUY,2025-10-15 16:48:00+00:00,2025-10-15 19:12:00+00:00,sl,1.16294,1.16294,1.16294,1.16653,0.02,12.0,2.06,0.17,-1.3,0.0
DJ30,BUY,2025-10-15 17:00:00+00:00,2025-10-15 18:34:00+00:00,sl,46679.19,46499.91115,46499.91115,47172.20683,0.1,1792.8,15.42,1.276,-1803.79,-15.42
NAS100,BUY,2025-10-15 17:15:00+00:00,2025-10-15 18:34:00+00:00,sl,24940.95,24851.14853,24851.14853,25143.00331,0.1,898.0,8.98,0.745,-906.01,-8.98
GBPAUD,BUY,2025-10-15 18:00:00+00:00,2025-10-15 18:26:00+00:00,sl,2.05124,2.05406,2.05406,2.0574,0.02,22.4,2.76,0.229,26.35,3.47
GBPAUD,BUY,2025-10-15 18:31:00+00:00,2025-10-15 19:08:00+00:00,sl,2.05431,2.05584,2.05584,2.06159,0.01,26.5,1.63,0.135,13.5,0.94
GBPAUD,BUY,2025-10-15 19:16:00+00:00,2025-10-15 20:17:00+00:00,sl,2.05618,2.06048,2.06048,2.0637,0.01,27.4,1.69,0.142,41.25,2.65
EURUSD,BUY,2025-10-15 19:34:00+00:00,2025-10-16 06:04:00+00:00,sl,1.16378,1.16635,1.16635,1.16763,0.02,12.8,2.21,0.186,24.4,4.42
GBPAUD,BUY,2025-10-15 20:20:00+00:00,2025-10-15 20:38:00+00:00,sl,2.0608,2.05786,2.05786,2.06891,0.01,29.5,1.82,0.153,-31.26,-1.82
GBPAUD,BUY,2025-10-15 20:46:00+00:00,2025-10-16 03:00:00+00:00,sl,2.05778,2.05948,2.05948,2.06568,0.01,28.7,1.77,0.149,15.15,1.04
NAS100,BUY,2025-10-15 20:57:00+00:00,2025-10-16 10:57:00+00:00,sl,24739.95,24899.5,24899.5,25139.29191,0.1,1774.9,17.75,1.496,1587.5,15.95
Nikkei225,BUY,2025-10-16 01:01:00+00:00,2025-10-16 09:42:00+00:00,sl,48000.0,48396.3,48396.3,48658.96875,2.0,2196.6,2.2,0.185,3833.0,3.96
GER40,BUY,2025-10-16 08:54:00+00:00,2025-10-16 10:13:00+00:00,sl,24181.5,24136.76667,24136.76667,24293.33333,0.1,447.3,4.47,0.375,-463.33,-4.47
GER40,SELL,2025-10-16 10:22:00+00:00,2025-10-16 12:20:00+00:00,sl,24125.7,24202.55333,24202.55333,23933.56667,0.1,768.5,7.69,0.645,-784.53,-7.69
EURUSD,BUY,2025-10-16 11:15:00+00:00,2025-10-16 21:25:00+00:00,sl,1.1659,1.16818,1.16818,1.1698,0.02,13.0,2.23,0.185,21.5,3.92
GBPUSD,BUY,2025-10-16 11:19:00+00:00,2025-10-16 16:27:00+00:00,sl,1.34354,1.34398,1.34398,1.34906,0.01,20.1,1.73,0.143,2.75,0.37
