date,pnl_usd,balance,ret_pct
2026-06-10,15.89,2071.87,0.7728
2026-06-11,3.0,2074.87,0.1447
2026-06-12,32.49,2107.36,1.5659
2026-06-15,74.38,2181.74,3.5295
2026-06-16,15.15,2196.89,0.6942
2026-06-17,19.86,2216.75,0.9041
2026-06-18,30.48,2247.23,1.3748
2026-06-19,-43.86,2203.37,-1.9516
2026-06-22,-7.5,2195.87,-0.3403
2026-06-23,70.5,2266.37,3.2104
2026-06-24,66.01,2332.37,2.9125
2026-06-25,15.22,2347.59,0.6524
2026-06-26,-2.44,2345.15,-0.1041
2026-06-29,-41.44,2303.71,-1.767
2026-06-30,-5.33,2298.38,-0.2314
