score;trades;win_rate;total_pnl;max_drawdown;profit_factor;note;sma_period;wpr_m15_period;wpr_m1_period;wpr_m15_sell_extreme;wpr_m15_buy_extreme;wpr_m15_trigger;wpr_m1_sell_extreme;wpr_m1_buy_extreme;wpr_m1_trigger;atr_period;sl_atr_mult;tp_rr_ratio;breakeven_pct;trail_activation_pips;trail_distance_pips;max_open_slots;max_spread_atr_ratio;atr_min_pct;atr_max_pct;trade_hour_start;trade_hour_end;skip_monday_hours;skip_friday_hour
120,1;305;0,4295;305,1;0,0193;2,118;;180;16;6;-25;-85;-70;-30;-95;-40;16;2,0;2,0;0,5;18;14;4;0,15000000000000002;0,30000000000000004;4,0;9;12;2;24
119,9;306;0,451;304,83;0,0194;2,173;;160;15;6;-25;-95;-70;-30;-95;-40;15;2,25;2,0;0,5;20;14;4;0,15000000000000002;0,5;4,0;8;13;2;24
119,74;149;0,5503;208,67;0,0112;2,944;;210;17;6;-25;-95;-70;-35;-95;-40;15;2,0;2,0;0,5;20;15;4;0,15000000000000002;0,5;3,2;10;12;2;18
117,79;781;0,4123;457,38;0,0348;1,591;;200;18;4;-10;-90;-60;-30;-95;-35;18;2,0;2,0;0,5;8;12;5;0,15000000000000002;0,4;1,2;4;13;1;23
117,12;367;0,4387;336,89;0,0293;1,999;;160;15;5;-25;-95;-70;-30;-95;-45;15;2,25;2,0;0,5;20;14;4;0,15000000000000002;0,4;4,0;8;13;2;24
116,48;366;0,429;340,15;0,0252;2,059;;190;17;7;-25;-90;-70;-30;-95;-40;17;2,0;2,0;0,5;20;13;4;0,15000000000000002;0,4;3,8;7;13;2;24
116,33;434;0,4078;338,54;0,032;1,822;;180;12;5;-25;-95;-70;-30;-95;-40;15;2,25;2,0;0,5;20;14;4;0,15000000000000002;0,4;3,4000000000000004;8;13;2;24
116,02;321;0,4517;326,21;0,0228;2,113;;190;15;7;-25;-85;-70;-30;-95;-40;17;2,0;2,0;0,5;20;14;4;0,15000000000000002;0,4;4,0;8;13;2;24
116,02;321;0,4517;326,21;0,0228;2,113;;190;15;7;-25;-85;-70;-30;-95;-40;17;2,0;2,0;0,5;20;14;4;0,15000000000000002;0,4;4,0;8;13;2;24
116,02;321;0,4517;326,21;0,0228;2,113;;190;15;7;-25;-85;-70;-30;-95;-40;17;2,0;2,0;0,5;20;14;4;0,15000000000000002;0,4;4,0;8;13;2;24
115,42;366;0,429;337,75;0,0252;2,054;;190;17;7;-25;-90;-70;-30;-95;-40;17;2,0;2,0;0,5;20;15;4;0,15000000000000002;0,4;3,8;7;13;2;24
115,42;366;0,429;337,75;0,0252;2,054;;190;17;7;-25;-90;-70;-30;-95;-40;17;2,0;2,0;0,5;20;15;4;0,15000000000000002;0,4;4,0;7;13;2;24
115,42;366;0,429;337,75;0,0252;2,054;;190;17;7;-25;-90;-70;-30;-95;-40;17;2,0;2,0;0,5;20;15;4;0,15000000000000002;0,4;4,0;7;13;2;24
112,94;309;0,4239;301,28;0,0198;2,045;;170;16;6;-25;-85;-70;-30;-95;-40;16;2,0;2,0;0,5;18;14;4;0,15000000000000002;0,30000000000000004;4,0;9;12;2;24
111,58;956;0,4079;409,76;0,072;1,49;;200;16;4;-10;-90;-60;-30;-95;-35;18;2,0;2,0;0,5;8;12;4;0,15000000000000002;0,4;3,4000000000000004;5;13;2;24
106,04;248;0,5524;244,07;0,0281;1,926;;300;10;4;-25;-75;-50;-5;-85;-35;18;2,0;2,0;0,5;10;7;5;0,15000000000000002;1,0;1,2;4;15;2;24
106,0;330;0,4303;299,76;0,0276;2,027;;160;13;6;-25;-95;-70;-30;-95;-40;15;2,25;2,0;0,5;20;14;4;0,15000000000000002;0,4;3,6000000000000005;8;13;2;24
105,22;398;0,4095;312,97;0,0266;1,842;;170;16;5;-25;-95;-70;-30;-95;-45;14;2,25;2,0;0,5;20;14;4;0,15000000000000002;0,4;3,0;8;13;2;24
